== Pitch test report ==

Test performed on:
15:49:39 - 15/09/2015 

Freq-1	Freq-2	Result
----------------------
1000.00	1010.00	1
1000.00	1010.00	1
1000.00	1005.00	1
1000.00	1005.00	1
1000.00	1002.50	1
1000.00	1002.50	1
1000.00	1001.25	1
1000.00	1001.25	1
1000.00	1000.62	1
1000.00	1000.62	0
1000.00	1001.25	1
1000.00	1001.25	1
1000.00	1000.62	1
1000.00	1000.62	1
1000.00	1000.31	1
1000.00	1000.31	0
1000.00	1000.62	1
1000.00	1000.62	1

Final result 0.703 [Hz]
